CustomerID,Gender,Married,Age,Graduated,Profession,WorkExperience,SpendingScore,FamilySize,Segmentation
461385,Male,Yes,85,No,Lawyer,0,Low,1,D
459115,Female,No,21,No,Marketing,1,Low,5,D
460366,Male,No,28,No,Healthcare,1,Low,5,D
467963,Male,No,21,No,Healthcare,1,Low,4,D
462437,Male,No,18,No,Healthcare,0,Low,6,D
461955,Male,No,31,Yes,Healthcare,0,Low,4,D
466752,Male,Yes,37,Yes,Healthcare,0,Low,1,D
462778,Male,Yes,60,Yes,Entertainment,0,Low,,D
465538,Male,Yes,62,No,"",7,High,2,D
464878,Male,No,22,No,Healthcare,0,Low,4,D
467599,Female,No,19,No,Healthcare,0,Low,3,D
463576,Female,No,31,No,Doctor,0,Low,4,D
467647,Male,No,28,Yes,Healthcare,2,Low,3,D
465972,Female,No,47,Yes,Marketing,9,Low,1,D
459286,Female,No,42,Yes,Artist,0,Low,1,D
463580,Female,Yes,46,Yes,Engineer,1,Low,1,D
458990,Female,Yes,71,No,Lawyer,1,High,3,D
461351,Female,No,26,No,Doctor,0,Low,2,D
463733,Female,No,18,No,Healthcare,1,Low,3,D
462395,Male,Yes,53,Yes,Artist,1,High,2,D
464965,Male,Yes,76,No,Executive,0,Low,7,D
461394,Female,No,21,No,Engineer,0,Low,5,D
466269,Female,No,25,No,Healthcare,0,Low,4,D
466213,Male,No,23,No,Healthcare,4,Low,5,D
465550,Female,No,30,Yes,Healthcare,1,Low,6,D
463451,Female,No,30,No,Doctor,0,Low,4,D
459499,Female,Yes,81,No,Lawyer,0,High,2,D
459325,Male,Yes,26,No,Executive,9,High,4,D
461811,Female,No,40,Yes,Healthcare,8,Low,4,D
465368,Male,No,18,No,Healthcare,7,Low,3,D
460215,Male,Yes,48,Yes,Entertainment,9,Low,1,D
462076,Male,Yes,75,Yes,Lawyer,1,Low,2,D
465756,Male,No,23,No,Healthcare,1,Low,3,D
463573,Male,No,29,No,Doctor,1,Low,2,D
460841,Female,No,61,Yes,Marketing,1,Low,1,D
461792,Female,No,23,No,Healthcare,6,Low,5,D
459118,Male,No,21,No,Healthcare,0,Low,8,D
462791,Female,No,33,No,Healthcare,7,Low,4,D
460852,Male,Yes,74,No,Executive,0,Low,,D
463102,Male,No,41,No,Entertainment,0,Low,2,D
463408,Male,No,33,No,Marketing,2,Low,3,D
464806,Male,Yes,25,No,Executive,1,Low,2,D
467795,Male,No,22,No,Healthcare,1,Low,5,D
459141,Male,Yes,28,No,Artist,0,Average,2,D
461920,Male,No,30,Yes,Entertainment,0,Low,,D
465248,Female,No,18,No,Healthcare,3,Low,3,D
465396,Female,Yes,39,No,Engineer,9,Average,6,D
467287,Male,No,28,Yes,Entertainment,0,Low,3,D
461908,Female,No,26,No,Healthcare,10,Low,1,D
461951,Male,No,21,No,Healthcare,0,Low,4,D
464215,Male,No,72,No,Marketing,1,Low,2,D
461233,Male,Yes,37,Yes,Entertainment,0,Low,,D
459822,Female,No,37,Yes,Engineer,0,Low,1,D
464572,Female,Yes,47,Yes,Marketing,1,Low,1,D
460513,Male,No,27,No,Healthcare,2,Low,4,D
460799,Female,No,37,No,Homemaker,1,Low,1,D
460311,Male,No,25,Yes,Entertainment,2,Low,3,D
463154,Female,Yes,31,No,Artist,1,Low,4,D
460908,Male,No,20,No,Healthcare,7,Low,3,D
463281,Male,Yes,25,No,Entertainment,3,Average,2,D
460061,Male,No,45,Yes,Marketing,0,Low,1,D
467914,Female,No,18,No,Healthcare,8,Low,5,D
462758,Male,No,18,No,Healthcare,0,Low,3,D
466676,Male,No,22,No,Healthcare,0,Low,2,D
461220,Female,No,26,No,Executive,8,Low,3,D
467094,Female,No,27,No,Homemaker,8,Low,,D
464581,Female,No,25,No,Doctor,0,Low,4,D
459624,Male,No,18,No,Healthcare,0,Low,5,D
466415,Male,Yes,71,No,Marketing,1,Low,1,D
464836,Female,"",33,No,Engineer,7,High,5,D
464555,Male,Yes,31,Yes,Marketing,13,High,4,D
467110,Male,"",60,Yes,Lawyer,1,High,1,D
459599,Female,No,19,No,Healthcare,0,Low,4,D
467826,Male,No,18,No,Healthcare,0,Low,6,D
467962,Female,No,20,No,Healthcare,0,Low,,D
464025,Male,No,19,No,Healthcare,1,Low,6,D
460385,Male,No,31,Yes,Healthcare,0,Low,4,D
459958,Male,No,37,Yes,Healthcare,8,Low,3,D
461059,Female,Yes,48,No,Lawyer,1,High,2,D
461227,Male,No,21,No,Healthcare,0,Low,4,D
466246,Male,No,19,No,Healthcare,0,Low,4,D
459515,Male,Yes,58,Yes,Engineer,0,Low,1,D
460499,Female,"",58,No,Marketing,14,High,6,D
460829,Male,No,18,Yes,Healthcare,1,Low,2,D
466559,Male,No,32,No,Healthcare,0,Low,4,D
464565,Male,No,30,Yes,Marketing,12,Low,4,D
460950,Male,Yes,28,No,Doctor,0,Low,5,D
459649,Male,Yes,39,Yes,Healthcare,1,Average,2,D
464642,Female,Yes,26,Yes,Engineer,6,High,7,D
460594,Female,No,26,Yes,Homemaker,9,Low,,D
465253,Male,No,21,No,Healthcare,1,Low,3,D
462988,Female,Yes,27,Yes,Healthcare,9,High,2,D
462279,Male,No,32,No,Healthcare,0,Low,7,D
463071,Male,Yes,69,No,Executive,0,Low,4,D
462535,Male,No,26,No,Doctor,1,Low,3,D
464735,Female,No,38,Yes,Marketing,8,Low,3,D
464578,Female,No,26,Yes,Healthcare,0,Low,,D
466850,Female,No,30,No,Doctor,0,Low,3,D
464858,Male,No,20,No,Healthcare,1,Low,3,D
462040,Male,No,19,No,Healthcare,5,Low,4,D
462081,Male,No,22,No,Marketing,0,Low,3,D
463047,Male,Yes,27,Yes,Homemaker,9,Low,,D
460756,Female,No,28,No,Homemaker,8,Low,,D
463874,Male,No,25,Yes,Healthcare,1,Low,4,D
463397,Female,No,20,No,Healthcare,4,Low,3,D
466238,Male,No,20,No,Healthcare,0,Low,3,D
462611,Male,Yes,39,No,Executive,1,High,7,D
459098,Male,Yes,42,Yes,Entertainment,0,Low,3,D
462716,Male,No,33,No,Entertainment,6,Low,2,D
467218,Female,No,32,Yes,Artist,9,Low,1,D
460387,Female,No,35,No,Entertainment,4,Low,2,D
466441,Male,No,22,No,Healthcare,0,Low,9,D
460784,Male,No,32,Yes,Healthcare,0,Low,6,D
460137,Male,No,26,Yes,Entertainment,5,Low,4,D
467523,Male,No,20,No,Healthcare,0,Low,4,D
462645,Female,Yes,39,No,Engineer,0,Average,6,D
467361,Female,Yes,26,No,Homemaker,0,Low,4,D
466919,Male,No,19,No,Doctor,0,Low,5,D
467949,Male,No,22,No,Healthcare,1,Low,4,D
462406,Male,Yes,27,No,Engineer,6,Low,3,D
460434,Male,"",57,Yes,Artist,3,High,3,D
466827,Male,Yes,37,No,Entertainment,0,Average,4,D
461249,Female,No,53,Yes,Artist,1,Low,,D
459922,Male,Yes,65,Yes,Lawyer,0,Low,1,D
467935,Male,No,23,No,Healthcare,7,Low,3,D
462521,Female,No,32,No,Homemaker,9,Low,1,D
463296,Female,No,21,No,Healthcare,0,Low,5,D
460677,Female,"",49,No,Healthcare,2,Average,2,D
463297,Male,No,27,Yes,Healthcare,4,Low,2,D
459393,Female,No,40,No,Healthcare,8,Low,3,D
460357,Male,No,23,No,Healthcare,1,Low,5,D
460491,Female,No,22,No,Healthcare,1,Low,7,D
466331,Male,Yes,26,Yes,Marketing,0,Low,2,D
460626,Male,Yes,45,No,Doctor,9,High,4,D
466678,Male,No,28,Yes,Healthcare,1,Low,4,D
463718,Female,No,27,Yes,Artist,1,Low,4,D
460475,Male,Yes,32,Yes,Doctor,0,Average,2,D
460912,Male,No,29,No,Entertainment,1,Low,5,D
467911,Male,Yes,61,Yes,Healthcare,1,Low,4,D
462981,Female,No,26,No,Homemaker,8,Low,1,D
467834,Female,No,23,No,Healthcare,0,Low,4,D
463026,Male,Yes,28,Yes,Doctor,0,Low,2,D
459523,Female,No,19,No,Doctor,1,Low,4,D
460922,Male,No,30,Yes,Entertainment,1,Low,3,D
463706,Female,No,33,Yes,Doctor,0,Low,3,D
459558,Male,No,30,Yes,Entertainment,0,Low,3,D
460599,Female,No,31,No,Engineer,0,Low,1,D
465775,Female,No,31,Yes,Engineer,9,Low,3,D
459881,Male,No,25,Yes,Healthcare,8,Low,4,D
461035,Male,No,21,No,"",7,Low,,D
464460,Female,No,26,Yes,Healthcare,1,Low,2,D
466291,Male,No,22,No,Healthcare,0,Low,,D
461397,Male,No,20,No,Healthcare,0,Low,4,D
467406,Male,No,37,Yes,Entertainment,9,Low,1,D
460980,Male,No,26,No,Entertainment,1,Low,3,D
464666,Male,Yes,41,Yes,Entertainment,2,Average,3,D
461399,Male,No,20,No,Healthcare,0,Low,4,D
465142,Male,No,23,No,Healthcare,0,Low,4,D
460248,Female,No,33,Yes,Healthcare,7,Low,2,D
462710,Female,No,28,Yes,Marketing,2,Low,3,D
460606,Male,No,20,No,Healthcare,0,Low,5,D
467602,Female,No,30,No,Entertainment,1,Low,4,D
461588,Male,No,33,Yes,Marketing,0,Low,4,D
466837,Female,No,38,Yes,Marketing,9,Low,4,D
466101,Female,No,22,No,Healthcare,0,Low,7,D
466814,Male,No,18,No,Healthcare,0,Low,3,D
464829,Male,No,22,No,Healthcare,9,Low,5,D
467474,Male,No,18,No,Healthcare,3,Low,5,D
460496,Male,No,19,No,Healthcare,7,Low,5,D
466798,Male,No,23,No,Healthcare,4,Low,5,D
461086,Male,No,23,No,Healthcare,1,Low,7,D
465101,Female,Yes,88,Yes,Lawyer,1,Low,1,D
460734,Male,Yes,35,Yes,Entertainment,8,Average,,D
462616,Male,No,30,No,Healthcare,0,Low,5,D
460776,Female,Yes,47,Yes,"",2,Low,1,D
463163,Male,No,26,No,Executive,2,Low,2,D
460647,Female,Yes,26,No,Doctor,1,Average,2,D
465969,Female,No,28,Yes,Doctor,12,Low,2,D
464922,Female,No,20,No,Healthcare,0,Low,5,D
461043,Male,Yes,49,No,Healthcare,0,Low,7,D
464562,Female,No,31,No,"",8,Low,3,D
459636,Male,No,30,Yes,Entertainment,14,Low,1,D
466445,Female,"",21,No,Healthcare,0,Low,4,D
466502,Male,No,19,No,Healthcare,1,Low,5,D
460819,Female,Yes,25,No,Marketing,0,High,5,D
465411,Female,Yes,38,Yes,Engineer,0,Low,1,D
459327,Male,No,50,No,Doctor,9,Low,3,D
463060,Female,Yes,32,Yes,Homemaker,12,High,2,D
461359,Male,Yes,28,Yes,Healthcare,1,Low,4,D
467002,Female,No,26,Yes,Homemaker,9,Low,,D
460218,Male,Yes,61,Yes,Entertainment,1,Low,1,D
464023,Male,No,22,No,Healthcare,0,Low,5,D
460751,Female,No,25,No,Artist,1,Low,3,D
464084,Male,No,25,No,Healthcare,1,Low,5,D
459470,Male,No,29,Yes,Healthcare,9,Low,6,D
461103,Female,No,30,No,Engineer,1,Low,5,D
460266,Male,No,22,No,Healthcare,0,Low,8,D
459022,Male,Yes,67,Yes,Artist,10,Low,1,D
465863,Male,No,27,No,Healthcare,5,Low,3,D
459633,Male,No,19,No,Healthcare,1,Low,2,D
467467,Male,No,19,No,Healthcare,0,Low,4,D
462258,Male,No,25,No,Doctor,1,Low,4,D
466536,Male,No,20,No,Healthcare,4,Low,4,D
465668,Male,No,23,No,Healthcare,0,Low,5,D
462234,Male,Yes,27,No,"",1,Average,6,D
462922,Male,No,26,No,Doctor,8,Low,1,D
463832,Female,No,32,No,Marketing,0,Low,,D
464412,Male,Yes,70,No,Lawyer,1,Low,2,D
463091,Female,Yes,39,Yes,Homemaker,8,Low,1,D
466649,Male,No,19,No,Healthcare,1,Low,3,D
461892,Female,No,35,Yes,Healthcare,0,Low,1,D
462850,Male,No,21,No,Healthcare,1,Low,4,D
459810,Male,No,19,No,Healthcare,1,Low,4,D
461267,Female,No,35,Yes,Healthcare,0,Low,1,D
466572,Female,No,30,No,Healthcare,0,Low,4,D
467025,Female,No,25,No,Engineer,1,Low,3,D
462011,Male,Yes,29,No,Marketing,1,Low,4,D
460220,Female,No,37,Yes,Entertainment,1,Low,2,D
461699,Male,No,28,Yes,Doctor,0,Low,1,D
460989,Male,No,23,No,Healthcare,1,Low,3,D
461182,Male,No,18,No,Healthcare,0,Low,,D
460507,Male,No,30,No,Doctor,1,Low,4,D
462875,Male,No,20,No,Healthcare,1,Low,3,D
463492,Male,No,22,No,Healthcare,0,Low,4,D
460511,Female,No,31,No,Doctor,0,Low,4,D
462215,Female,No,20,No,Marketing,1,Low,3,D
459456,Female,No,65,No,Lawyer,0,Low,1,D
465848,Female,No,28,Yes,Healthcare,0,Low,1,D
464954,Male,No,23,No,Healthcare,1,Low,4,D
459713,Male,No,18,No,Healthcare,0,Low,3,D
464834,Male,Yes,51,No,Executive,1,Low,4,D
464032,Male,No,20,No,Healthcare,1,Low,3,D
462224,Female,Yes,63,No,Engineer,4,Average,8,D
465672,Male,No,42,No,Executive,9,Low,3,D
459987,Male,Yes,53,Yes,Healthcare,0,High,2,D
460036,Male,Yes,40,Yes,"",3,Low,1,D
465894,Male,No,27,Yes,Artist,8,Low,6,D
462186,Female,No,21,No,Doctor,0,Low,3,D
462582,Male,No,20,No,Healthcare,0,Low,4,D
466846,Male,No,18,No,Healthcare,2,Low,4,D
467263,Female,No,32,No,Marketing,0,Low,1,D
466534,Male,No,28,No,Healthcare,0,Low,9,D
462576,Female,No,21,No,Healthcare,9,Low,4,D
467703,Male,No,26,Yes,Healthcare,1,Low,5,D
461706,Male,No,25,Yes,Healthcare,0,Low,3,D
460859,Male,Yes,50,Yes,Entertainment,0,Low,4,D
465652,Female,Yes,31,No,Marketing,0,Low,2,D
461615,Male,No,25,Yes,Doctor,1,Low,2,D
464339,Male,No,26,No,Artist,0,Low,2,D
460488,Male,No,42,No,Doctor,0,Low,1,D
460858,Male,No,19,No,Healthcare,1,Low,4,D
462622,Male,Yes,47,No,Executive,0,Low,4,D
466591,Female,No,23,No,Healthcare,0,Low,4,D
463235,Female,No,21,No,"",1,Low,4,D
464634,Female,No,32,Yes,Engineer,0,Low,9,D
463219,Male,Yes,50,No,Entertainment,0,Low,2,D
462924,Female,Yes,31,No,Homemaker,8,Average,2,D
462488,Male,No,33,Yes,Healthcare,0,Low,5,D
462468,Female,No,30,Yes,Healthcare,2,Low,5,D
465245,Male,No,18,No,Healthcare,1,Low,4,D
463716,Male,No,29,No,Doctor,1,Low,4,D
462327,Male,Yes,27,Yes,Entertainment,0,Low,4,D
462282,Male,No,29,No,Healthcare,1,Low,3,D
467749,Male,No,19,No,Healthcare,1,Low,9,D
463850,Male,Yes,26,No,Entertainment,0,High,2,D
460946,Male,No,84,No,Artist,0,Low,1,D
464329,Male,Yes,81,No,Lawyer,1,Low,2,D
467209,Female,No,35,Yes,Healthcare,1,Low,1,D
460583,Male,No,18,No,Marketing,1,Low,6,D
467827,Female,No,22,No,Healthcare,0,Low,4,D
464313,Male,Yes,30,No,Homemaker,1,Average,3,D
463672,Male,No,32,Yes,Engineer,0,Low,3,D
467656,Male,No,31,Yes,Healthcare,1,Low,5,D
460978,Female,No,35,Yes,Healthcare,3,Low,6,D
467684,Male,No,40,Yes,Healthcare,8,Low,3,D
464582,Female,Yes,63,Yes,Marketing,0,Low,2,D
467521,Male,No,19,No,Healthcare,7,Low,3,D
462743,Male,No,26,No,Healthcare,3,Low,4,D
463884,Female,No,26,No,Artist,1,Low,1,D
462445,Male,No,18,No,Healthcare,0,Low,3,D
461052,Male,No,22,No,Healthcare,0,Low,3,D
460664,Female,No,33,No,Homemaker,8,Low,1,D
464118,Male,No,38,Yes,Entertainment,0,Low,2,D
461185,Female,No,22,No,Healthcare,0,Low,4,D
462775,Female,No,18,No,Healthcare,7,Low,3,D
460286,Female,No,41,Yes,Artist,4,Low,1,D
466294,Male,Yes,27,Yes,Healthcare,0,Low,5,D
461933,Male,No,18,No,Doctor,0,Low,2,D
466681,Male,No,19,No,Healthcare,2,Low,4,D
460353,Male,No,31,Yes,"",6,Low,1,D
464021,Female,No,18,No,Healthcare,1,Low,5,D
459660,Female,No,22,No,Healthcare,2,Low,6,D
466423,Female,No,42,No,Homemaker,8,Low,1,D
466251,Male,No,20,No,Healthcare,3,Low,4,D
459241,Male,Yes,46,No,Entertainment,0,Low,5,D
462757,Male,No,20,No,Healthcare,1,Low,3,D
463888,Male,No,23,No,Marketing,0,Low,3,D
460294,Female,Yes,50,Yes,Doctor,1,Low,2,D
460509,Male,No,23,No,Healthcare,0,Low,4,D
461248,Female,No,37,No,Healthcare,1,Low,1,D
467595,Female,No,26,Yes,Healthcare,0,Low,1,D
467022,Male,No,25,Yes,Artist,1,Low,5,D
463772,Female,No,31,No,Healthcare,1,Low,3,D
466923,Female,No,21,No,Homemaker,9,Low,1,D
467279,Female,No,25,Yes,Entertainment,8,Low,3,D
466240,Male,No,21,No,Healthcare,0,Low,3,D
463340,Female,No,23,No,Healthcare,0,Low,4,D
461002,Male,No,42,No,Entertainment,0,Low,3,D
460630,Male,Yes,18,No,Executive,0,Average,,D
463038,Male,Yes,63,Yes,Executive,0,High,5,D
464753,Female,No,33,No,Marketing,0,Low,5,D
465864,Male,Yes,32,Yes,Entertainment,9,Average,2,D
467238,Female,No,31,No,Doctor,6,Low,4,D
467537,Female,Yes,68,No,Lawyer,0,High,3,D
463654,Female,No,39,No,Engineer,4,Low,3,D
459047,Female,No,21,No,Healthcare,1,Low,5,D
459729,Female,No,41,Yes,Healthcare,1,Low,1,D
462899,Male,No,32,No,Healthcare,0,Low,3,D
462642,Male,Yes,39,No,Executive,0,Average,7,D
460983,Male,Yes,38,No,Doctor,0,High,4,D
465637,Female,No,41,Yes,Artist,1,Low,1,D
462890,Female,No,25,Yes,Marketing,12,Low,1,D
459554,Female,No,25,No,Engineer,8,Low,3,D
463605,Female,No,23,No,Healthcare,0,Low,5,D
459531,Male,No,38,Yes,Marketing,3,Low,,D
464832,Male,Yes,66,No,Lawyer,1,Low,,D
466829,Female,Yes,27,No,Homemaker,10,Low,1,D
459508,Female,No,23,No,Healthcare,0,Low,3,D
462546,Female,No,21,No,Executive,8,Low,,D
462852,Male,Yes,42,No,Engineer,9,Low,3,D
465671,Female,Yes,35,No,Engineer,2,Average,5,D
461729,Female,Yes,41,Yes,Marketing,0,Low,3,D
466270,Female,Yes,68,No,Marketing,0,Low,2,D
463479,Male,No,30,No,Executive,1,Low,2,D
461278,Male,No,23,No,Healthcare,1,Low,4,D
460028,Male,Yes,39,Yes,Healthcare,11,Average,2,D
460039,Male,Yes,27,Yes,Healthcare,5,Low,5,D
461793,Male,No,20,No,Marketing,0,Low,2,D
460781,Female,Yes,30,No,Entertainment,1,High,4,D
460195,Male,No,38,Yes,Entertainment,7,Low,1,D
459674,Female,No,32,Yes,Doctor,0,Low,5,D
461533,Male,No,48,Yes,Healthcare,1,Low,2,D
461187,Male,No,29,No,Healthcare,9,Low,4,D
459383,Male,Yes,36,No,Engineer,0,Low,1,D
464020,Male,No,20,No,Healthcare,0,Low,4,D
461529,Female,Yes,35,Yes,Entertainment,1,Low,1,D
467933,Female,No,23,No,Healthcare,1,Low,3,D
462249,Male,No,29,No,Entertainment,0,Low,3,D
462610,Male,No,27,Yes,Doctor,1,Low,6,D
462617,Male,No,19,No,Healthcare,0,Low,5,D
465485,Male,No,29,Yes,Healthcare,0,Low,4,D
460501,Male,No,25,Yes,Healthcare,0,Low,,D
465120,Female,No,30,Yes,Healthcare,0,Low,4,D
464671,Male,No,30,No,Entertainment,1,Low,2,D
460250,Male,No,27,Yes,Healthcare,8,Low,4,D
465316,Male,No,21,No,Healthcare,0,Low,6,D
465764,Female,No,39,Yes,Entertainment,8,Low,4,D
460042,Male,No,32,Yes,Marketing,8,Low,1,D
460955,Male,No,19,No,Healthcare,0,Low,5,D
462179,Female,No,31,Yes,Marketing,0,Low,9,D
462639,Female,Yes,43,No,Engineer,0,Average,2,D
464799,Male,No,35,No,Marketing,0,Low,4,D
463232,Female,No,23,No,Healthcare,2,Low,5,D
467922,Male,Yes,84,Yes,Entertainment,0,High,2,D
466512,Female,No,22,No,Healthcare,1,Low,2,D
465408,Male,No,30,No,Executive,0,Low,4,D
466339,Male,No,23,No,Healthcare,0,Low,2,D
462870,Female,No,41,Yes,Artist,3,Low,3,D
463920,Female,No,28,Yes,Homemaker,8,Low,1,D
467465,Male,No,19,No,Healthcare,0,Low,6,D
464663,Male,Yes,73,No,Executive,1,High,2,D
460919,Female,No,19,No,Healthcare,0,Low,,D
461226,Male,Yes,51,Yes,"",1,Low,2,D
466616,Male,No,18,No,Healthcare,8,Low,9,D
464542,Female,No,26,Yes,Healthcare,10,Low,1,D
461260,Male,No,20,No,Marketing,1,Low,3,D
462886,Male,Yes,70,No,Doctor,1,High,2,D
465998,Female,No,40,Yes,Engineer,6,Low,3,D
459338,Male,Yes,88,No,Executive,0,Low,,D
466942,Female,No,29,Yes,Healthcare,1,Low,4,D
466120,Female,Yes,37,No,Marketing,0,Low,4,D
462172,Male,Yes,39,Yes,Doctor,0,Average,2,D
464400,Male,No,31,Yes,Entertainment,0,Low,4,D
463052,Male,Yes,37,Yes,Marketing,1,Low,2,D
467355,Male,No,31,No,Healthcare,0,Low,4,D
466416,Male,Yes,88,No,Executive,0,High,3,D
459650,Male,Yes,38,Yes,Entertainment,0,Low,2,D
463113,Female,No,32,Yes,Doctor,1,Low,6,D
462455,Male,No,20,No,Healthcare,1,Low,5,D
466461,Male,Yes,84,No,Lawyer,0,Low,1,D
462689,Female,No,37,Yes,Homemaker,0,Low,1,D
461355,Female,No,38,Yes,Healthcare,0,Low,2,D
467658,Male,No,20,No,Healthcare,0,Low,4,D
462837,Female,No,25,No,Healthcare,14,Low,3,D
463907,Female,No,33,Yes,Doctor,0,Low,5,D
462728,Female,No,31,No,Engineer,0,Low,1,D
463357,Male,Yes,27,Yes,Doctor,0,Average,2,D
460539,Female,Yes,35,Yes,Homemaker,0,Low,,D
459884,Male,Yes,80,No,Lawyer,8,Low,1,D
463713,Male,No,30,No,Engineer,9,Low,3,D
464278,Male,Yes,85,Yes,Executive,1,High,2,D
460714,Male,No,26,Yes,Entertainment,1,Low,3,D
466586,Male,No,21,No,Healthcare,0,Low,2,D
466929,Female,No,33,Yes,Homemaker,11,Low,,D
463904,Male,Yes,77,Yes,Executive,1,Low,1,D
463996,Female,No,29,No,Healthcare,0,Low,5,D
466736,Female,No,20,No,Healthcare,1,Low,,D
467104,Female,No,18,No,Healthcare,1,Low,3,D
467830,Male,No,31,Yes,Entertainment,1,Low,3,D
463752,Female,No,28,Yes,Healthcare,0,Low,2,D
461858,Male,No,31,No,Entertainment,1,Low,7,D
467646,Male,No,31,No,Healthcare,0,Low,7,D
460445,Male,No,29,Yes,Engineer,0,Low,4,D
465651,Male,No,30,No,Engineer,1,Low,4,D
461361,Female,No,31,Yes,Healthcare,9,Low,7,D
465608,Male,No,20,No,Healthcare,0,Low,5,D
462799,Male,No,26,No,Healthcare,0,Low,,D
459006,Male,No,20,No,Healthcare,1,Low,4,D
465257,Male,No,20,"",Healthcare,4,Low,5,D
464318,Male,Yes,88,Yes,Executive,1,Low,1,D
467275,Male,No,32,Yes,Healthcare,0,Low,,D
462117,Male,No,32,Yes,Entertainment,1,Low,2,D
465787,Male,No,18,No,Healthcare,1,Low,5,D
463365,Male,Yes,67,No,Executive,1,High,2,D
464720,Male,Yes,46,No,Doctor,0,Average,3,D
461123,Male,No,20,No,Healthcare,2,Low,4,D
459050,Female,No,19,No,Healthcare,0,Low,3,D
465503,Male,No,35,Yes,Artist,8,Low,2,D
466864,Female,No,32,No,Homemaker,8,Low,1,D
462860,Male,No,30,Yes,Healthcare,8,Low,5,D
467695,Male,Yes,43,No,Marketing,1,Low,2,D
466359,Male,No,22,No,Healthcare,0,Low,4,D
461205,Male,No,27,Yes,Healthcare,0,Low,3,D
462822,Male,No,19,No,Healthcare,0,Low,4,D
460062,Male,No,29,Yes,Artist,4,Low,1,D
462863,Male,No,29,Yes,Homemaker,5,Low,1,D
460465,Male,No,36,No,Executive,0,Low,3,D
461184,Male,No,19,No,Healthcare,0,Low,4,D
460846,Female,No,19,No,Marketing,1,Low,4,D
459542,Male,No,23,No,Healthcare,2,Low,5,D
459080,Male,Yes,77,No,Lawyer,0,Low,2,D
464728,Male,Yes,47,No,Entertainment,1,High,4,D
467689,Male,No,35,No,Healthcare,1,Low,1,D
460260,Male,No,20,No,Healthcare,0,Low,3,D
466437,Male,Yes,56,No,Executive,0,Low,1,D
459590,Male,Yes,22,No,Executive,1,High,3,D
464668,Male,Yes,32,No,Healthcare,1,High,4,D
460458,Female,No,41,No,Marketing,1,Low,,D
462574,Male,No,20,No,Healthcare,1,Low,5,D
460117,Female,Yes,48,Yes,Marketing,9,Low,1,D
463627,Female,No,25,Yes,Marketing,5,Low,2,D
459818,Female,Yes,68,No,Lawyer,1,Low,1,D
463732,Male,No,21,No,Healthcare,0,Low,4,D
462499,Female,"",72,No,Lawyer,8,Average,2,D
467721,Male,No,41,Yes,Entertainment,0,Low,1,D
464506,Male,No,32,Yes,Healthcare,8,Low,2,D
467687,Male,No,38,Yes,Entertainment,0,Low,4,D
465953,Female,No,50,Yes,Artist,1,Low,1,D
462050,Male,No,19,No,Healthcare,4,Low,3,D
461370,Male,No,26,Yes,Doctor,1,Low,3,D
459326,Male,Yes,35,No,Healthcare,1,Low,5,D
463626,Female,No,35,No,Artist,7,Low,2,D
464491,Female,No,43,No,Doctor,8,Low,1,D
463602,Female,No,21,No,Healthcare,8,Low,4,D
464706,Female,No,32,No,Doctor,1,Low,3,D
467220,Female,No,36,No,"",0,Low,,D
463374,Female,No,19,No,Healthcare,0,Low,3,D
461365,Male,No,27,No,Healthcare,1,Low,3,D
459294,Male,No,23,No,Healthcare,9,Low,4,D
460318,Male,No,30,Yes,Entertainment,14,Low,3,D
461797,Male,No,30,Yes,Healthcare,1,Low,3,D
461069,Female,No,19,No,Healthcare,0,Low,,D
467522,Female,No,19,No,Healthcare,0,Low,2,D
463327,Male,Yes,40,No,Executive,1,Low,5,D
459824,Male,No,38,Yes,Entertainment,8,Low,1,D
467792,Male,No,21,No,Healthcare,0,Low,4,D
459408,Male,No,28,No,Doctor,0,Low,1,D
466473,Female,No,22,No,Healthcare,0,Low,3,D
466698,Female,Yes,26,Yes,Healthcare,8,Low,2,D
459927,Female,No,27,No,Engineer,0,Low,2,D
466052,Female,Yes,37,Yes,Homemaker,5,Low,2,D
465873,Male,No,35,Yes,Entertainment,13,Low,1,D
465540,Female,Yes,29,No,Engineer,0,High,2,D
460845,Female,No,20,No,Healthcare,0,Low,2,D
467338,Female,No,27,Yes,Healthcare,2,Low,6,D
462229,Male,No,23,No,"",0,Low,8,D
466940,Male,Yes,79,No,Lawyer,0,Low,1,D
459427,Female,Yes,28,Yes,Healthcare,0,Low,2,D
462025,Male,No,20,No,Healthcare,2,Low,3,D
466354,Male,No,22,No,Healthcare,0,Low,4,D
464100,Female,No,33,Yes,Healthcare,1,Low,1,D
462759,Male,No,22,No,Healthcare,0,Low,5,D
463407,Female,No,33,No,Doctor,0,Low,1,D
464641,Female,Yes,65,Yes,Lawyer,2,Low,6,D
464421,Female,Yes,27,No,Marketing,0,High,4,D
460639,Female,Yes,73,Yes,Lawyer,0,Low,5,D
467070,Male,Yes,40,No,Executive,5,Low,4,D
459602,Female,Yes,86,No,Lawyer,0,Low,1,D
461387,Female,No,22,No,Healthcare,5,Low,3,D
465989,Female,No,28,No,Healthcare,9,Low,2,D
465598,Male,No,28,Yes,Healthcare,6,Low,5,D
465763,Female,Yes,37,No,Artist,0,Average,2,D
462958,Male,No,26,No,Marketing,1,Low,5,D
464222,Male,Yes,58,Yes,Artist,1,Low,1,D
460652,Female,No,31,No,Homemaker,8,Low,1,D
